ID,U_ground,U_wall,U_window,U_roof,infiltration,SHGC,Qheating_2020,Qheating_2050,Qheating_2080
0_0_0,0.378,0.429,2.568,0.308,0.000457,0.58,20.022,14.104,8.992
0_0_1,0.378,0.429,2.568,0.308,0.000457,0.58,9.959,6.141,3.194
0_0_2,0.378,0.429,2.568,0.308,0.000457,0.58,12.354,7.786,4.207
0_0_3,0.378,0.429,2.568,0.308,0.000457,0.58,9.841,6.074,3.218
0_0_4,0.378,0.429,2.568,0.308,0.000457,0.58,10.741,6.727,3.615
0_0_5,0.378,0.429,2.568,0.308,0.000457,0.58,24.336,17.637,11.572
0_0_6,0.378,0.429,2.568,0.308,0.000457,0.58,13.393,8.594,4.994
0_0_7,0.378,0.429,2.568,0.308,0.000457,0.58,108.897,79.26,59.879
0_1_0,0.5,0.48,3.3,0.49,0.0004,0.73,56.168,31.439,22.536
0_1_1,0.5,0.48,3.3,0.49,0.0004,0.73,49.443,24.317,16.732
0_1_2,0.5,0.48,3.3,0.49,0.0004,0.73,51.988,56.769,42.511
0_1_3,0.5,0.48,3.3,0.49,0.0004,0.73,49.659,22.808,14.761
0_1_4,0.5,0.48,3.3,0.49,0.0004,0.73,49.969,24.173,16.184
0_1_5,0.5,0.48,3.3,0.49,0.0004,0.73,53.628,57.354,42.74
0_1_6,0.5,0.48,3.3,0.49,0.0004,0.73,143.343,91.843,69.354
0_2_0,0.384,1.2,2.804,0.254,0.000354,0.78,179.584,113.95,82.107
0_3_0,1.974,1.541,3.344,3.134,0.000389,0.3,65.477,48.716,36.829
0_3_1,1.974,1.541,3.344,3.134,0.000389,0.3,86.836,65.427,50.966
0_3_2,1.974,1.541,3.344,3.134,0.000389,0.3,57.734,40.524,29.055
0_3_3,1.974,1.541,3.344,3.134,0.000389,0.3,78.468,56.649,43.057
0_3_4,1.974,1.541,3.344,3.134,0.000389,0.3,180.866,126.879,96.055
0_4_0,0.6,1.8,2,0.4,0.0004,0.47,46.66,37.03,28.174
0_4_1,0.6,1.8,2,0.4,0.0004,0.47,42.394,32.936,24.361
0_4_2,0.6,1.8,2,0.4,0.0004,0.47,42.359,32.8,24.205
0_4_3,0.6,1.8,2,0.4,0.0004,0.47,42.281,32.366,23.812
0_4_4,0.6,1.8,2,0.4,0.0004,0.47,41.44,30.004,21.761
0_4_5,0.6,1.8,2,0.4,0.0004,0.47,40.816,27.017,19.221
0_4_6,0.6,1.8,2,0.4,0.0004,0.47,105.722,71.613,53.036
0_5_0,0.567,1.247,2.887,0.947,0.000587,0.83,64.427,52.518,40.312
0_5_1,0.567,1.247,2.887,0.947,0.000587,0.83,39.881,30.455,20.607
0_5_2,0.567,1.247,2.887,0.947,0.000587,0.83,26.024,18.92,11.522
0_5_3,0.567,1.247,2.887,0.947,0.000587,0.83,56.215,44.637,33.37
0_5_4,0.567,1.247,2.887,0.947,0.000587,0.83,40.317,30.02,21.062
0_5_5,0.567,1.247,2.887,0.947,0.000587,0.83,117.048,81.684,60.148
0_6_0,0.563,0.487,1.993,0.383,0.000302,0.58,11.172,7.828,4.746
0_6_1,0.563,0.487,1.993,0.383,0.000302,0.58,23.671,16.446,11.406
0_6_2,0.563,0.487,1.993,0.383,0.000302,0.58,10.933,6.831,3.87
0_6_3,0.563,0.487,1.993,0.383,0.000302,0.58,12.406,7.77,4.566
0_6_4,0.563,0.487,1.993,0.383,0.000302,0.58,72.615,53.573,41.134
0_7_0,0.336,0.438,1.706,0.396,0.000487,0.48,21.682,16.706,11.623
0_7_1,0.336,0.438,1.706,0.396,0.000487,0.48,11.499,8.012,4.718
0_7_2,0.336,0.438,1.706,0.396,0.000487,0.48,17.09,12.642,8.134
0_7_3,0.336,0.438,1.706,0.396,0.000487,0.48,28.782,22.597,16.668
0_7_4,0.336,0.438,1.706,0.396,0.000487,0.48,18.161,13.2,8.633
0_7_5,0.336,0.438,1.706,0.396,0.000487,0.48,27.936,19.425,12.529
0_7_6,0.336,0.438,1.706,0.396,0.000487,0.48,50.682,37.656,28.06
0_7_7,0.336,0.438,1.706,0.396,0.000487,0.48,131.57,97.761,74.092
0_8_0,0.418,2.566,3.288,3.218,0.000319,0.6,45.815,36.489,27.638
0_8_1,0.418,2.566,3.288,3.218,0.000319,0.6,48.509,38.548,29.233
0_8_2,0.418,2.566,3.288,3.218,0.000319,0.6,43.137,33.666,24.909
0_8_3,0.418,2.566,3.288,3.218,0.000319,0.6,32.628,24.519,16.803
0_8_4,0.418,2.566,3.288,3.218,0.000319,0.6,38.438,29.141,20.784
0_8_5,0.418,2.566,3.288,3.218,0.000319,0.6,31.456,22.82,15.499
0_8_6,0.418,2.566,3.288,3.218,0.000319,0.6,52.918,38.068,28.714
0_8_7,0.418,2.566,3.288,3.218,0.000319,0.6,206.039,144.244,112.033
1_0_0,1.366,1.024,2.006,0.436,0.000567,0.42,40.538,30.164,20.243
1_0_1,1.366,1.024,2.006,0.436,0.000567,0.42,26.488,18.157,10.831
1_0_2,1.366,1.024,2.006,0.436,0.000567,0.42,37.037,25.997,16.598
1_0_3,1.366,1.024,2.006,0.436,0.000567,0.42,23.936,14.436,8.127
1_0_4,1.366,1.024,2.006,0.436,0.000567,0.42,19.623,10.386,5.394
1_0_5,1.366,1.024,2.006,0.436,0.000567,0.42,21.44,11.258,5.965
1_0_6,1.366,1.024,2.006,0.436,0.000567,0.42,7.684,3.19,1.057
1_0_7,1.366,1.024,2.006,0.436,0.000567,0.42,125.726,83.794,60.164
1_1_0,0.558,0.42,1.988,0.378,0.000303,0.74,30.631,23.593,16.582
1_1_1,0.558,0.42,1.988,0.378,0.000303,0.74,25.497,19.073,12.617
1_1_2,0.558,0.42,1.988,0.378,0.000303,0.74,65.311,48.445,35.407
1_2_0,0.532,0.662,3.332,0.522,0.000467,0.49,82.671,55.186,37.963
1_2_1,0.532,0.662,3.332,0.522,0.000467,0.49,69.553,43.559,27.754
1_2_2,0.532,0.662,3.332,0.522,0.000467,0.49,63.211,38.325,23.508
1_2_3,0.532,0.662,3.332,0.522,0.000467,0.49,51.389,29.275,17.711
1_2_4,0.532,0.662,3.332,0.522,0.000467,0.49,142.957,92.168,64.346
1_3_0,0.33,0.497,2.51,0.33,0.000378,0.6,25.411,17.623,11.326
1_3_1,0.33,0.497,2.51,0.33,0.000378,0.6,20.582,13.38,8.116
1_3_2,0.33,0.497,2.51,0.33,0.000378,0.6,14.613,8.914,5.006
1_3_3,0.33,0.497,2.51,0.33,0.000378,0.6,19.256,11.263,6.559
1_3_4,0.33,0.497,2.51,0.33,0.000378,0.6,99.557,68.669,50.449
1_4_0,0.483,1.841,2.713,0.473,0.000326,0.3,33.651,24.535,16.94
1_4_1,0.483,1.841,2.713,0.473,0.000326,0.3,42.836,31.993,22.871
1_4_2,0.483,1.841,2.713,0.473,0.000326,0.3,34.853,24.732,15.935
1_4_3,0.483,1.841,2.713,0.473,0.000326,0.3,65.118,50.367,38.319
1_4_4,0.483,1.841,2.713,0.473,0.000326,0.3,56.615,41.353,30.467
1_4_5,0.483,1.841,2.713,0.473,0.000326,0.3,50.84,34.422,24.419
1_4_6,0.483,1.841,2.713,0.473,0.000326,0.3,43.862,28.782,19.603
1_4_7,0.483,1.841,2.713,0.473,0.000326,0.3,126.913,91.681,70.501
1_5_0,0.573,0.39,2.663,0.673,0.000597,0.67,29.641,22.501,15.185
1_5_1,0.573,0.39,2.663,0.673,0.000597,0.67,23.121,16.804,10.542
1_5_2,0.573,0.39,2.663,0.673,0.000597,0.67,19.86,13.986,8.309
1_5_3,0.573,0.39,2.663,0.673,0.000597,0.67,19.298,13.363,7.93
1_5_4,0.573,0.39,2.663,0.673,0.000597,0.67,15.706,10.703,6.172
1_5_5,0.573,0.39,2.663,0.673,0.000597,0.67,25.421,17.144,10.982
1_5_6,0.573,0.39,2.663,0.673,0.000597,0.67,9.446,5.714,2.687
1_5_7,0.573,0.39,2.663,0.673,0.000597,0.67,94.079,61.672,43.637
1_6_0,1.119,4.186,1.659,0.599,0.000305,0.42,56.765,43.31,30.778
1_6_1,1.119,4.186,1.659,0.599,0.000305,0.42,100.928,81.49,62.778
1_6_2,1.119,4.186,1.659,0.599,0.000305,0.42,98.753,79.596,61.286
1_6_3,1.119,4.186,1.659,0.599,0.000305,0.42,83.118,65.163,48.422
1_6_4,1.119,4.186,1.659,0.599,0.000305,0.42,128.542,98.421,73.639
1_7_0,1.93,0.4,3,0.32,0.000426,0.81,9.544,6.515,3.806
1_7_1,1.93,0.4,3,0.32,0.000426,0.81,9.003,6.264,3.371
1_7_2,1.93,0.4,3,0.32,0.000426,0.81,9.806,6.685,3.442
1_7_3,1.93,0.4,3,0.32,0.000426,0.81,7.042,4.811,2.712
1_7_4,1.93,0.4,3,0.32,0.000426,0.81,2.183,0.919,0.179
1_7_5,1.93,0.4,3,0.32,0.000426,0.81,8.936,4.277,1.554
1_7_6,1.93,0.4,3,0.32,0.000426,0.81,3.032,0.929,0.122
1_7_7,1.93,0.4,3,0.32,0.000426,0.81,76.238,50.028,34.953
2_0_0,0.45,0.516,3.22,0.32,0.000451,0.51,32.253,20.664,13.605
2_0_1,0.45,0.516,3.22,0.32,0.000451,0.51,49.577,33.758,24.133
2_0_2,0.45,0.516,3.22,0.32,0.000451,0.51,24.497,14.345,8.389
2_0_3,0.45,0.516,3.22,0.32,0.000451,0.51,29.86,18.384,11.405
2_0_4,0.45,0.516,3.22,0.32,0.000451,0.51,36.351,23.601,15.528
2_0_5,0.45,0.516,3.22,0.32,0.000451,0.51,24.225,14.591,8.661
2_0_6,0.45,0.516,3.22,0.32,0.000451,0.51,112.563,82.702,62.264
2_1_0,1.911,2.558,3.281,3.421,0.00036,0.71,24.396,15.649,9.719
2_1_1,1.911,2.558,3.281,3.421,0.00036,0.71,43.847,41.971,31.877
2_1_2,1.911,2.558,3.281,3.421,0.00036,0.71,28.209,13.471,8.042
2_1_3,1.911,2.558,3.281,3.421,0.00036,0.71,34.445,17.292,10.485
2_1_4,1.911,2.558,3.281,3.421,0.00036,0.71,31.446,25.814,17.962
2_1_5,1.911,2.558,3.281,3.421,0.00036,0.71,38.666,37.62,27.585
2_1_6,1.911,2.558,3.281,3.421,0.00036,0.71,9.574,3.39,1.09
2_1_7,1.911,2.558,3.281,3.421,0.00036,0.71,147.031,93.83,67.798
2_2_0,2.027,0.446,2.877,3.247,0.000394,0.72,45.086,27.872,19.961
2_2_1,2.027,0.446,2.877,3.247,0.000394,0.72,173.692,123.477,93.942
2_3_0,0.57,0.49,2.7,0.35,0.0005,0.78,67.545,55.008,43.636
2_3_1,0.57,0.49,2.7,0.35,0.0005,0.78,45.099,33.085,23.861
2_3_2,0.57,0.49,2.7,0.35,0.0005,0.78,43.041,37.749,29.797
2_3_3,0.57,0.49,2.7,0.35,0.0005,0.78,43.832,42.305,33.248
2_3_4,0.57,0.49,2.7,0.35,0.0005,0.78,114.131,83.696,63.127
2_4_0,0.477,0.487,2.027,0.447,0.000504,0.36,35.144,25.898,18.301
2_4_1,0.477,0.487,2.027,0.447,0.000504,0.36,41.851,31.238,22.778
2_4_2,0.477,0.487,2.027,0.447,0.000504,0.36,32.388,23.292,15.576
2_4_3,0.477,0.487,2.027,0.447,0.000504,0.36,18.356,11.803,6.839
2_4_4,0.477,0.487,2.027,0.447,0.000504,0.36,82.381,59.069,42.569
2_5_0,1.908,1.251,2.978,3.248,0.000397,0.47,65.842,48.961,36.744
2_5_1,1.908,1.251,2.978,3.248,0.000397,0.47,45.268,29.837,19.761
2_5_2,1.908,1.251,2.978,3.248,0.000397,0.47,46.477,29.635,19.737
2_5_3,1.908,1.251,2.978,3.248,0.000397,0.47,33.811,21.08,12.872
2_5_4,1.908,1.251,2.978,3.248,0.000397,0.47,214.017,148.575,114.815
2_6_0,1.916,0.43,2.986,0.296,0.00055,0.56,30.391,19.443,12.179
2_6_1,1.916,0.43,2.986,0.296,0.00055,0.56,39.506,25.655,16.778
2_6_2,1.916,0.43,2.986,0.296,0.00055,0.56,50.232,33.931,23.65
2_6_3,1.916,0.43,2.986,0.296,0.00055,0.56,108.924,76.266,55.182
2_7_0,0.584,1.228,2.504,0.564,0.000367,0.67,48.597,37.53,28.039
2_7_1,0.584,1.228,2.504,0.564,0.000367,0.67,42.6,31.86,22.424
2_7_2,0.584,1.228,2.504,0.564,0.000367,0.67,39.918,29.663,20.481
2_7_3,0.584,1.228,2.504,0.564,0.000367,0.67,40.853,30.512,21.298
2_7_4,0.584,1.228,2.504,0.564,0.000367,0.67,83.365,63.956,48.891
2_7_5,0.584,1.228,2.504,0.564,0.000367,0.67,135.107,100.836,75.76
3_0_0,1.87,0.489,3.24,0.5,0.000502,0.44,87.871,71.839,56.878
3_0_1,1.87,0.489,3.24,0.5,0.000502,0.44,29.406,20.874,12.6
3_0_2,1.87,0.489,3.24,0.5,0.000502,0.44,43.355,32.087,21.337
3_0_3,1.87,0.489,3.24,0.5,0.000502,0.44,152.592,115.128,87.581
3_1_0,0.602,0.639,2.712,2.382,0.000314,0.69,42.149,32.141,23.951
3_1_1,0.602,0.639,2.712,2.382,0.000314,0.69,28.446,20.712,13.873
3_1_2,0.602,0.639,2.712,2.382,0.000314,0.69,47.493,36.935,27.881
3_1_3,0.602,0.639,2.712,2.382,0.000314,0.69,114.548,81.756,60.578
3_2_0,0.45,0.49,2,0.42,0.0002,0.66,40.733,30.958,22.78
3_2_1,0.45,0.49,2,0.42,0.0002,0.66,35.038,26.037,18.219
3_2_2,0.45,0.49,2,0.42,0.0002,0.66,32.269,23.63,16.177
3_2_3,0.45,0.49,2,0.42,0.0002,0.66,27.661,18.909,12.247
3_2_4,0.45,0.49,2,0.42,0.0002,0.66,83.619,56.934,41.003
3_3_0,0.517,0.418,3.317,0.507,0.000586,0.4,84.441,65.549,49.872
3_3_1,0.517,0.418,3.317,0.507,0.000586,0.4,68.849,51.807,37.535
3_3_2,0.517,0.418,3.317,0.507,0.000586,0.4,82.963,64.06,48.559
3_3_3,0.517,0.418,3.317,0.507,0.000586,0.4,85.938,66.309,50.575
3_3_4,0.517,0.418,3.317,0.507,0.000586,0.4,173.373,129.744,99.103
3_4_0,0.941,0.714,2.941,0.731,0.000366,0.48,52.477,40.601,31.189
3_4_1,0.941,0.714,2.941,0.731,0.000366,0.48,30.177,21.308,14.005
3_4_2,0.941,0.714,2.941,0.731,0.000366,0.48,51.662,39.032,29.366
3_4_3,0.941,0.714,2.941,0.731,0.000366,0.48,32.74,23.203,15.892
3_4_4,0.941,0.714,2.941,0.731,0.000366,0.48,84.582,58.101,42
3_5_0,2.8,0.523,2.87,1.57,0.000568,0.79,86.13,68.579,54.447
3_5_1,2.8,0.523,2.87,1.57,0.000568,0.79,67.029,51.444,38.637
3_5_2,2.8,0.523,2.87,1.57,0.000568,0.79,50.961,37.683,26.478
3_5_3,2.8,0.523,2.87,1.57,0.000568,0.79,71.454,55.359,42.031
3_5_4,2.8,0.523,2.87,1.57,0.000568,0.79,196.917,145.69,112.852
3_6_0,0.396,0.292,1.986,0.296,0.000348,0.35,36.409,27.831,20.478
3_6_1,0.396,0.292,1.986,0.296,0.000348,0.35,25.935,18.729,12.306
3_6_2,0.396,0.292,1.986,0.296,0.000348,0.35,23.262,16.463,10.456
3_6_3,0.396,0.292,1.986,0.296,0.000348,0.35,23.844,16.958,10.976
3_6_4,0.396,0.292,1.986,0.296,0.000348,0.35,70.702,50.827,36.814
3_7_0,0.886,0.49,1.706,0.396,0.000562,0.71,35.123,26.094,18.278
3_7_1,0.886,0.49,1.706,0.396,0.000562,0.71,55.109,43.035,32.851
3_7_2,0.886,0.49,1.706,0.396,0.000562,0.71,24.725,17.588,11.127
3_7_3,0.886,0.49,1.706,0.396,0.000562,0.71,30.994,21.136,13.87
3_7_4,0.886,0.49,1.706,0.396,0.000562,0.71,66.244,41.191,27.847
4_0_0,0.738,0.828,2.688,0.468,0.000324,0.33,72.791,57.341,42.955
4_0_1,0.738,0.828,2.688,0.468,0.000324,0.33,90.991,73.301,56.846
4_0_2,0.738,0.828,2.688,0.468,0.000324,0.33,47.285,35.03,23.412
4_0_3,0.738,0.828,2.688,0.468,0.000324,0.33,62.253,47.152,33.674
4_0_4,0.738,0.828,2.688,0.468,0.000324,0.33,180.262,140.189,110.109
4_1_0,0.416,1.228,2.956,0.316,0.000511,0.7,29.82,17.405,10.903
4_1_1,0.416,1.228,2.956,0.316,0.000511,0.7,38.663,23.017,14.872
4_1_2,0.416,1.228,2.956,0.316,0.000511,0.7,36.066,21.059,13.27
4_1_3,0.416,1.228,2.956,0.316,0.000511,0.7,31.223,17.481,10.467
4_1_4,0.416,1.228,2.956,0.316,0.000511,0.7,32.426,18.364,11.137
4_1_5,0.416,1.228,2.956,0.316,0.000511,0.7,28.51,15.875,9.48
4_1_6,0.416,1.228,2.956,0.316,0.000511,0.7,100.891,68.095,47.112
4_2_0,2.107,2.198,2.727,0.827,0.000575,0.71,125.029,99.344,78.924
4_2_1,2.107,2.198,2.727,0.827,0.000575,0.71,84.6,63.39,46.476
4_2_2,2.107,2.198,2.727,0.827,0.000575,0.71,90.669,68.661,51.21
4_2_3,2.107,2.198,2.727,0.827,0.000575,0.71,98.332,75.754,57.552
4_2_4,2.107,2.198,2.727,0.827,0.000575,0.71,175.284,131.564,98.967
4_3_0,0.681,0.387,2.691,0.421,0.00057,0.52,36.233,27.255,19.802
4_3_1,0.681,0.387,2.691,0.421,0.00057,0.52,24.186,16.998,10.912
4_3_2,0.681,0.387,2.691,0.421,0.00057,0.52,61.09,47.041,35.881
4_3_3,0.681,0.387,2.691,0.421,0.00057,0.52,38.864,28.071,19.347
4_3_4,0.681,0.387,2.691,0.421,0.00057,0.52,108.334,78.991,57.895
4_4_0,0.51,0.482,3.31,0.5,0.000301,0.85,21.109,15.819,11.397
4_4_1,0.51,0.482,3.31,0.5,0.000301,0.85,2.215,1.231,0.46
4_4_2,0.51,0.482,3.31,0.5,0.000301,0.85,25.875,19.392,13.221
4_4_3,0.51,0.482,3.31,0.5,0.000301,0.85,16.739,12.04,7.585
4_4_4,0.51,0.482,3.31,0.5,0.000301,0.85,48.97,32.783,22.362
5_0_0,0.848,0.5,1.668,0.358,0.000414,0.55,44.233,35.921,26.509
5_0_1,0.848,0.5,1.668,0.358,0.000414,0.55,37.441,29.99,21.116
5_0_2,0.848,0.5,1.668,0.358,0.000414,0.55,46.786,37.338,27.146
5_0_3,0.848,0.5,1.668,0.358,0.000414,0.55,27.303,19.506,12.389
5_0_4,0.848,0.5,1.668,0.358,0.000414,0.55,36.348,24.055,16.389
5_0_5,0.848,0.5,1.668,0.358,0.000414,0.55,111.534,75.967,56.544
5_1_0,0.609,1.5,1.129,0.349,0.000439,0.4,40.756,29.541,19.8
5_1_1,0.609,1.5,1.129,0.349,0.000439,0.4,65.426,50.131,37.223
5_1_2,0.609,1.5,1.129,0.349,0.000439,0.4,65.56,50.039,37.249
5_1_3,0.609,1.5,1.129,0.349,0.000439,0.4,57.697,41.961,30.081
5_1_4,0.609,1.5,1.129,0.349,0.000439,0.4,126.454,88.8,65.612
5_2_0,2.769,1.554,2.889,0.439,0.000538,0.49,101.614,80.48,63.899
5_2_1,2.769,1.554,2.889,0.439,0.000538,0.49,85.301,65.145,49.326
5_2_2,2.769,1.554,2.889,0.439,0.000538,0.49,95.294,73.553,56.737
5_2_3,2.769,1.554,2.889,0.439,0.000538,0.49,99.113,75.752,58.794
5_2_4,2.769,1.554,2.889,0.439,0.000538,0.49,67.353,45.54,32.334
5_2_5,2.769,1.554,2.889,0.439,0.000538,0.49,140.198,93.954,69.278
6_0_0,1.908,0.317,2.978,3.178,0.000546,0.69,52.058,40.295,30.283
6_0_1,1.908,0.317,2.978,3.178,0.000546,0.69,47.737,35.977,25.399
6_0_2,1.908,0.317,2.978,3.178,0.000546,0.69,52.289,40.333,29.365
6_0_3,1.908,0.317,2.978,3.178,0.000546,0.69,48.922,36.776,25.946
6_0_4,1.908,0.317,2.978,3.178,0.000546,0.69,41.294,26.845,17.633
6_0_5,1.908,0.317,2.978,3.178,0.000546,0.69,217.862,150.942,115.182
6_1_0,0.454,0.493,2.624,0.944,0.000338,0.5,29.067,21.927,15.939
6_1_1,0.454,0.493,2.624,0.944,0.000338,0.5,28.489,20.411,13.548
6_1_2,0.454,0.493,2.624,0.944,0.000338,0.5,39.324,29.478,21.493
6_1_3,0.454,0.493,2.624,0.944,0.000338,0.5,41.754,30.886,22.601
6_1_4,0.454,0.493,2.624,0.944,0.000338,0.5,81.62,54.434,38.858
6_2_0,1.963,0.426,3.033,3.303,0.000325,0.33,90.018,71.842,57.07
6_2_1,1.963,0.426,3.033,3.303,0.000325,0.33,69.488,53.596,40.445
6_2_2,1.963,0.426,3.033,3.303,0.000325,0.33,87.519,69.132,54.248
6_2_3,1.963,0.426,3.033,3.303,0.000325,0.33,77.974,60.596,46.617
6_2_4,1.963,0.426,3.033,3.303,0.000325,0.33,58.629,42.085,30.042
6_2_5,1.963,0.426,3.033,3.303,0.000325,0.33,253.105,181.662,142.069
6_3_0,0.47,0.31,2.7,0.46,0.0001,0.47,27.047,18.488,12.569
6_3_1,0.47,0.31,2.7,0.46,0.0001,0.47,24.39,16.089,10.321
6_3_2,0.47,0.31,2.7,0.46,0.0001,0.47,23.92,15.723,10
6_3_3,0.47,0.31,2.7,0.46,0.0001,0.47,23.849,15.701,10.096
6_3_4,0.47,0.31,2.7,0.46,0.0001,0.47,58.829,40.655,29.331
6_4_0,0.382,0.498,1.872,0.312,0.000302,0.85,50.241,38.795,29.416
6_4_1,0.382,0.498,1.872,0.312,0.000302,0.85,46.767,35.586,26.381
6_4_2,0.382,0.498,1.872,0.312,0.000302,0.85,40.514,30.229,21.747
6_4_3,0.382,0.498,1.872,0.312,0.000302,0.85,42.491,31.73,22.989
6_4_4,0.382,0.498,1.872,0.312,0.000302,0.85,76.14,54.425,38.486
6_5_0,0.78,0.42,2.73,0.51,0.000305,0.46,25.947,18.224,11.965
6_5_1,0.78,0.42,2.73,0.51,0.000305,0.46,43.688,31.891,22.435
6_5_2,0.78,0.42,2.73,0.51,0.000305,0.46,60.487,46.086,34.952
6_5_3,0.78,0.42,2.73,0.51,0.000305,0.46,54.653,41.089,30.734
6_5_4,0.78,0.42,2.73,0.51,0.000305,0.46,122.84,91.036,70.355
6_6_0,0.888,1.272,2.548,0.628,0.000395,0.55,64.29,48.608,36.177
6_6_1,0.888,1.272,2.548,0.628,0.000395,0.55,54.983,40.224,28.4
6_6_2,0.888,1.272,2.548,0.628,0.000395,0.55,86.154,67.185,52.225
6_6_3,0.888,1.272,2.548,0.628,0.000395,0.55,57.269,42.183,30.259
6_6_4,0.888,1.272,2.548,0.628,0.000395,0.55,178.902,135.915,107.248
6_7_0,2.058,0.601,2.908,0.598,0.000509,0.7,77.642,61.8,48.996
6_7_1,2.058,0.601,2.908,0.598,0.000509,0.7,58.748,45.172,33.662
6_7_2,2.058,0.601,2.908,0.598,0.000509,0.7,54.572,41.797,30.519
6_7_3,2.058,0.601,2.908,0.598,0.000509,0.7,45.302,33.854,23.576
6_7_4,2.058,0.601,2.908,0.598,0.000509,0.7,136.478,102.557,78.309
6_8_0,0.538,1.567,2.058,0.918,0.000543,0.82,68.274,51.96,38.301
6_8_1,0.538,1.567,2.058,0.918,0.000543,0.82,66.206,49.983,36.378
6_8_2,0.538,1.567,2.058,0.918,0.000543,0.82,59.245,44.25,31.408
6_8_3,0.538,1.567,2.058,0.918,0.000543,0.82,53.57,39.569,27.259
6_8_4,0.538,1.567,2.058,0.918,0.000543,0.82,132.407,97.567,72.618
6_9_0,1.947,1.818,3.317,3.107,0.000568,0.4,110.189,86.406,66.672
6_9_1,1.947,1.818,3.317,3.107,0.000568,0.4,81.046,60.768,43.543
6_9_2,1.947,1.818,3.317,3.107,0.000568,0.4,124.813,98.501,76.908
6_9_3,1.947,1.818,3.317,3.107,0.000568,0.4,119.804,93.831,72.813
6_9_4,1.947,1.818,3.317,3.107,0.000568,0.4,318.692,241.602,192.199
6_10_0,0.454,0.493,2.624,0.944,0.000485,0.5,61.716,47.006,34.435
6_10_1,0.454,0.493,2.624,0.944,0.000485,0.5,97.126,77.918,61.81
6_10_2,0.454,0.493,2.624,0.944,0.000485,0.5,82.203,65.169,50.389
6_10_3,0.454,0.493,2.624,0.944,0.000485,0.5,66.251,50.734,37.544
6_10_4,0.454,0.493,2.624,0.944,0.000485,0.5,196.758,152.303,120.769
7_0_0,1.45,2.561,2.47,0.56,0.000502,0.37,104.543,81.293,63.308
7_0_1,1.45,2.561,2.47,0.56,0.000502,0.37,57.08,40.31,27.313
7_0_2,1.45,2.561,2.47,0.56,0.000502,0.37,61.679,43.955,30.131
7_0_3,1.45,2.561,2.47,0.56,0.000502,0.37,94.045,71.02,53.516
7_0_4,1.45,2.561,2.47,0.56,0.000502,0.37,64.781,45.666,31.698
7_0_5,1.45,2.561,2.47,0.56,0.000502,0.37,62.628,41.938,28.514
7_0_6,1.45,2.561,2.47,0.56,0.000502,0.37,86.537,58.55,42.794
7_0_7,1.45,2.561,2.47,0.56,0.000502,0.37,153.043,106.604,78.25
7_1_0,0.5,0.48,1.6,0.49,0.0006,0.41,71.968,57.676,46.191
7_1_1,0.5,0.48,1.6,0.49,0.0006,0.41,62.828,49.601,38.847
7_1_2,0.5,0.48,1.6,0.49,0.0006,0.41,61.876,48.693,38.035
7_1_3,0.5,0.48,1.6,0.49,0.0006,0.41,62.316,48.806,38.049
7_1_4,0.5,0.48,1.6,0.49,0.0006,0.41,61.437,47.737,37.01
7_1_5,0.5,0.48,1.6,0.49,0.0006,0.41,61.227,46.771,36.075
7_1_6,0.5,0.48,1.6,0.49,0.0006,0.41,170.125,128.973,101.75
8_0_0,1.82,1.288,2.09,0.86,0.000434,0.85,34.766,21.653,14.479
8_0_1,1.82,1.288,2.09,0.86,0.000434,0.85,40.129,23.8,15.383
8_0_2,1.82,1.288,2.09,0.86,0.000434,0.85,13.627,6.77,3.1
8_0_3,1.82,1.288,2.09,0.86,0.000434,0.85,21.796,11.31,6.174
8_0_4,1.82,1.288,2.09,0.86,0.000434,0.85,24.13,12.944,7.385
8_0_5,1.82,1.288,2.09,0.86,0.000434,0.85,25.243,14.154,8.152
8_0_6,1.82,1.288,2.09,0.86,0.000434,0.85,10.724,5.514,2.294
8_0_7,1.82,1.288,2.09,0.86,0.000434,0.85,142.207,94.646,68.477
8_1_0,1.924,4.198,3.294,0.554,0.000535,0.44,64.586,43.902,32.14
8_1_1,1.924,4.198,3.294,0.554,0.000535,0.44,68.63,45.567,32.778
8_1_2,1.924,4.198,3.294,0.554,0.000535,0.44,55.504,35.464,24.267
8_1_3,1.924,4.198,3.294,0.554,0.000535,0.44,80.47,54.51,40.326
8_1_4,1.924,4.198,3.294,0.554,0.000535,0.44,56.353,35.334,23.92
8_1_5,1.924,4.198,3.294,0.554,0.000535,0.44,49.759,30.33,19.801
8_1_6,1.924,4.198,3.294,0.554,0.000535,0.44,184.787,133.473,102.405
8_2_0,0.467,1.836,3.237,0.337,0.000573,0.36,27.227,14.163,8.586
8_2_1,0.467,1.836,3.237,0.337,0.000573,0.36,50.852,28.344,19.438
8_2_2,0.467,1.836,3.237,0.337,0.000573,0.36,39.238,19.74,12.292
8_2_3,0.467,1.836,3.237,0.337,0.000573,0.36,27.799,12.746,7.162
8_2_4,0.467,1.836,3.237,0.337,0.000573,0.36,25.349,11.483,6.269
8_2_5,0.467,1.836,3.237,0.337,0.000573,0.36,33.178,16.859,10.147
8_2_6,0.467,1.836,3.237,0.337,0.000573,0.36,23.644,10.942,6.003
8_2_7,0.467,1.836,3.237,0.337,0.000573,0.36,173.727,119.692,90.329
8_3_0,0.613,0.589,2.933,0.993,0.000394,0.58,16.057,8.715,5.331
