ID,U_ground,U_wall,U_window,U_roof,infiltration,SHGC,Qheating_2020,Qheating_2050,Qheating_2080
73_28_4,0.629,0.525,1.985,1.607,0.000395,0.72,129.296,97.612,75.906
73_29_0,0.629,0.525,1.985,1.607,0.000294,0.72,19.42,13.473,9.786
73_29_1,0.629,0.525,1.985,1.607,0.000294,0.72,9.917,6.017,3.425
73_29_2,0.629,0.525,1.985,1.607,0.000294,0.72,2.808,1.498,0.491
73_29_3,0.629,0.525,1.985,1.607,0.000294,0.72,6.909,4.123,2.042
73_29_4,0.629,0.525,1.985,1.607,0.000294,0.72,70.304,49.732,36.602
74_0_0,2.83,0.47,2.9,1.6,0.0006,0.85,44.304,37.121,28.491
74_0_1,2.83,0.47,2.9,1.6,0.0006,0.85,20.996,16.553,10.546
74_0_2,2.83,0.47,2.9,1.6,0.0006,0.85,19.769,15.406,9.538
74_0_3,2.83,0.47,2.9,1.6,0.0006,0.85,21.953,16.936,10.716
74_0_4,2.83,0.47,2.9,1.6,0.0006,0.85,157.344,118.164,89.813
74_1_0,0.445,0.469,2.635,0.38,0.000296,0.31,15.522,11.211,6.973
74_1_1,0.445,0.469,2.635,0.38,0.000296,0.31,11.002,7.376,4.078
74_1_2,0.445,0.469,2.635,0.38,0.000296,0.31,11.728,7.944,4.467
74_1_3,0.445,0.469,2.635,0.38,0.000296,0.31,19.792,14.411,9.413
74_1_4,0.445,0.469,2.635,0.38,0.000296,0.31,65.34,47.429,34.979
74_2_0,1.93,0.59,3,3.27,0.000521,0.55,94.284,74.107,56.292
74_2_1,1.93,0.59,3,3.27,0.000521,0.55,103.04,81.709,62.628
74_2_2,1.93,0.59,3,3.27,0.000521,0.55,95.776,75.245,56.794
74_2_3,1.93,0.59,3,3.27,0.000521,0.55,89.713,69.11,51.186
74_2_4,1.93,0.59,3,3.27,0.000521,0.55,250.047,181.621,137.97
74_3_0,1.757,0.545,1.728,0.415,0.000512,0.8,57.076,44.712,32.636
74_3_1,1.757,0.545,1.728,0.415,0.000512,0.8,39.669,29.633,19.334
74_3_2,1.757,0.545,1.728,0.415,0.000512,0.8,45.204,34.277,22.937
74_3_3,1.757,0.545,1.728,0.415,0.000512,0.8,43.925,33.05,22.06
74_3_4,1.757,0.545,1.728,0.415,0.000512,0.8,166.645,129.397,98.896
74_4_0,0.529,1.556,1.708,0.418,0.000587,0.6,50.564,40.319,30.842
74_4_1,0.529,1.556,1.708,0.418,0.000587,0.6,15.52,10.406,5.933
74_4_2,0.529,1.556,1.708,0.418,0.000587,0.6,40.153,30.893,22.293
74_4_3,0.529,1.556,1.708,0.418,0.000587,0.6,36.352,27.48,19.619
74_4_4,0.529,1.556,1.708,0.418,0.000587,0.6,140.053,107.199,82.696
74_5_0,0.5,0.504,2.55,2.548,0.000371,0.81,18.771,13.832,9.288
74_5_1,0.5,0.504,2.55,2.548,0.000371,0.81,3.913,2.312,0.908
74_5_2,0.5,0.504,2.55,2.548,0.000371,0.81,11.13,7.256,3.955
74_5_3,0.5,0.504,2.55,2.548,0.000371,0.81,10.983,7.023,3.94
74_5_4,0.5,0.504,2.55,2.548,0.000371,0.81,158.306,113.467,88.049
74_6_0,0.685,0.408,2.725,0.29,0.000463,0.72,33.456,26.167,19.425
74_6_1,0.685,0.408,2.725,0.29,0.000463,0.72,10.453,6.767,3.689
74_6_2,0.685,0.408,2.725,0.29,0.000463,0.72,19.196,13.693,8.483
74_6_3,0.685,0.408,2.725,0.29,0.000463,0.72,17.259,12.115,7.454
74_6_4,0.685,0.408,2.725,0.29,0.000463,0.72,113.183,86.682,66.414
74_7_0,0.358,1.747,1.313,3.005,0.000296,0.54,23.818,17.887,12.661
74_7_1,0.358,1.747,1.313,3.005,0.000296,0.54,19.931,14.437,9.398
74_7_2,0.358,1.747,1.313,3.005,0.000296,0.54,12.478,8.259,4.682
74_7_3,0.358,1.747,1.313,3.005,0.000296,0.54,24.819,17.813,12.043
74_7_4,0.358,1.747,1.313,3.005,0.000296,0.54,140.87,98.655,74.341
74_8_0,2.838,1.809,1.496,0.423,0.000337,0.79,16.035,11.741,7.894
74_8_1,2.838,1.809,1.496,0.423,0.000337,0.79,11.675,8.772,6.145
74_8_2,2.838,1.809,1.496,0.423,0.000337,0.79,30.18,23.988,19.228
74_8_3,2.838,1.809,1.496,0.423,0.000337,0.79,3.85,2.267,0.828
74_8_4,2.838,1.809,1.496,0.423,0.000337,0.79,48.193,33.477,22.745
74_9_0,0.36,0.497,1.914,0.433,0.000477,0.59,0.283,0.068,0
74_9_1,0.36,0.497,1.914,0.433,0.000477,0.59,4.854,3,1.79
74_9_2,0.36,0.497,1.914,0.433,0.000477,0.59,0.412,0.099,0.001
74_9_3,0.36,0.497,1.914,0.433,0.000477,0.59,3.184,1.538,0.449
74_9_4,0.36,0.497,1.914,0.433,0.000477,0.59,51.233,30.615,19.002
74_10_0,0.445,0.469,2.635,0.38,0.000596,0.31,60.05,49.722,41.403
74_10_1,0.445,0.469,2.635,0.38,0.000596,0.31,10.12,6.394,3.51
74_10_2,0.445,0.469,2.635,0.38,0.000596,0.31,9.841,6.119,3.287
74_10_3,0.445,0.469,2.635,0.38,0.000596,0.31,13.242,8.557,5.014
74_10_4,0.445,0.469,2.635,0.38,0.000596,0.31,70.745,49.392,35.573
74_11_0,0.445,0.469,2.635,0.38,0.000386,0.31,29.852,21.564,14.434
74_11_1,0.445,0.469,2.635,0.38,0.000386,0.31,57.509,45.272,34.935
74_11_2,0.445,0.469,2.635,0.38,0.000386,0.31,48.272,37.047,27.74
74_11_3,0.445,0.469,2.635,0.38,0.000386,0.31,40.261,29.545,21.132
74_11_4,0.445,0.469,2.635,0.38,0.000386,0.31,117.954,85.612,64.85
74_12_0,0.445,0.469,2.635,0.38,0.000503,0.31,22.824,15.925,10.096
74_12_1,0.445,0.469,2.635,0.38,0.000503,0.31,13.077,8.081,4.402
74_12_2,0.445,0.469,2.635,0.38,0.000503,0.31,17.466,11.142,6.388
74_12_3,0.445,0.469,2.635,0.38,0.000503,0.31,13.327,8.098,4.428
74_12_4,0.445,0.469,2.635,0.38,0.000503,0.31,109.602,78.729,59.634
74_13_0,0.445,0.469,2.635,0.38,0.000374,0.31,3.415,2.232,0.881
74_13_1,0.445,0.469,2.635,0.38,0.000374,0.31,7.546,5.253,2.454
74_13_2,0.445,0.469,2.635,0.38,0.000374,0.31,1.772,0.964,0.274
74_13_3,0.445,0.469,2.635,0.38,0.000374,0.31,8.991,6.285,3.258
74_13_4,0.445,0.469,2.635,0.38,0.000374,0.31,41.736,29.125,19.11
74_14_0,0.445,0.469,2.635,0.38,0.000438,0.31,9.966,7.123,4.256
74_14_1,0.445,0.469,2.635,0.38,0.000438,0.31,26.1,20.858,15.347
74_14_2,0.445,0.469,2.635,0.38,0.000438,0.31,15.111,11.196,7.034
74_14_3,0.445,0.469,2.635,0.38,0.000438,0.31,9.91,6.669,3.77
74_14_4,0.445,0.469,2.635,0.38,0.000438,0.31,161.807,115.823,90.391
74_15_0,0.445,0.469,2.635,0.38,0.000374,0.31,16.855,12.465,8.047
74_15_1,0.445,0.469,2.635,0.38,0.000374,0.31,17.456,12.594,7.608
74_15_2,0.445,0.469,2.635,0.38,0.000374,0.31,9.342,6.099,3.141
74_15_3,0.445,0.469,2.635,0.38,0.000374,0.31,12.021,7.895,4.302
74_15_4,0.445,0.469,2.635,0.38,0.000374,0.31,102.52,77.82,59.412
74_16_0,0.445,0.469,2.635,0.38,0.000369,0.31,53.951,42.636,32.034
74_16_1,0.445,0.469,2.635,0.38,0.000369,0.31,49.881,38.819,28.129
74_16_2,0.445,0.469,2.635,0.38,0.000369,0.31,18.632,12.77,7.282
74_16_3,0.445,0.469,2.635,0.38,0.000369,0.31,39.563,29.638,20.025
74_16_4,0.445,0.469,2.635,0.38,0.000369,0.31,121.594,91.246,69.24
74_17_0,0.445,0.469,2.635,0.38,0.000318,0.31,92.879,74.041,58.777
74_17_1,0.445,0.469,2.635,0.38,0.000318,0.31,57.923,43.642,31.298
74_17_2,0.445,0.469,2.635,0.38,0.000318,0.31,46.182,33.768,22.5
74_17_3,0.445,0.469,2.635,0.38,0.000318,0.31,34.738,24.173,14.941
74_17_4,0.445,0.469,2.635,0.38,0.000318,0.31,129.008,98.086,73.811
74_18_0,0.445,0.469,2.635,0.38,0.00036,0.31,22.085,16.601,11.465
74_18_1,0.445,0.469,2.635,0.38,0.00036,0.31,18.465,13.24,8.392
74_18_2,0.445,0.469,2.635,0.38,0.00036,0.31,12.886,8.755,5.07
74_18_3,0.445,0.469,2.635,0.38,0.00036,0.31,20.314,14.55,9.487
74_18_4,0.445,0.469,2.635,0.38,0.00036,0.31,57.386,39.823,27.907
74_19_0,0.445,0.469,2.635,0.38,0.000421,0.31,24.782,17.786,12.114
74_19_1,0.445,0.469,2.635,0.38,0.000421,0.31,20.509,13.849,8.568
74_19_2,0.445,0.469,2.635,0.38,0.000421,0.31,11.082,6.746,3.634
74_19_3,0.445,0.469,2.635,0.38,0.000421,0.31,30.104,21.416,14.887
74_19_4,0.445,0.469,2.635,0.38,0.000421,0.31,120.337,89.781,70.381
74_20_0,1.93,0.59,3,3.27,0.000498,0.55,6.555,4.108,2.181
74_20_1,1.93,0.59,3,3.27,0.000498,0.55,11.301,7.317,3.967
74_20_2,1.93,0.59,3,3.27,0.000498,0.55,3.296,1.833,0.641
74_20_3,1.93,0.59,3,3.27,0.000498,0.55,3.664,2.056,0.756
74_20_4,1.93,0.59,3,3.27,0.000498,0.55,98.407,73.038,55.777
74_21_0,1.93,0.59,3,3.27,0.0004,0.55,18.449,10.443,6.95
74_21_1,1.93,0.59,3,3.27,0.0004,0.55,6.826,2.524,1.022
74_21_2,1.93,0.59,3,3.27,0.0004,0.55,6.092,2.13,0.746
74_21_3,1.93,0.59,3,3.27,0.0004,0.55,8.221,3.135,1.356
74_21_4,1.93,0.59,3,3.27,0.0004,0.55,128.087,86.209,64.472
74_22_0,1.93,0.59,3,3.27,0.000304,0.55,21.496,10.569,6.455
74_22_1,1.93,0.59,3,3.27,0.000304,0.55,3.647,0.918,0.108
74_22_2,1.93,0.59,3,3.27,0.000304,0.55,7.063,2.326,0.45
74_22_3,1.93,0.59,3,3.27,0.000304,0.55,3.204,0.702,0.073
74_22_4,1.93,0.59,3,3.27,0.000304,0.55,65.395,39.829,26.957
74_23_0,1.93,0.59,3,3.27,0.000295,0.55,32.658,20.141,14.503
74_23_1,1.93,0.59,3,3.27,0.000295,0.55,16.158,9.244,5.215
74_23_2,1.93,0.59,3,3.27,0.000295,0.55,18.75,11.027,6.591
74_23_3,1.93,0.59,3,3.27,0.000295,0.55,25.793,14.896,9.88
74_23_4,1.93,0.59,3,3.27,0.000295,0.55,104.6,70.123,53.904
74_24_0,1.93,0.59,3,3.27,0.0002,0.55,39.875,29.712,22.287
74_24_1,1.93,0.59,3,3.27,0.0002,0.55,33.941,24.442,17.551
74_24_2,1.93,0.59,3,3.27,0.0002,0.55,33.469,23.965,17.125
74_24_3,1.93,0.59,3,3.27,0.0002,0.55,33.966,24.119,17.257
74_24_4,1.93,0.59,3,3.27,0.0002,0.55,101.644,74.176,56.043
75_0_0,0.801,0.483,2.996,1.595,0.000365,0.69,48.451,36.292,26.163
75_0_1,0.801,0.483,2.996,1.595,0.000365,0.69,59.415,45.144,32.765
75_0_2,0.801,0.483,2.996,1.595,0.000365,0.69,53.834,42.667,30.474
75_0_3,0.801,0.483,2.996,1.595,0.000365,0.69,37.941,32.235,21.41
75_0_4,0.801,0.483,2.996,1.595,0.000365,0.69,50.71,43.011,30.393
75_0_5,0.801,0.483,2.996,1.595,0.000365,0.69,184.863,132.168,98.774
75_1_0,0.593,1.525,2.494,0.403,0.00047,0.31,51.515,39.613,30.592
75_1_1,0.593,1.525,2.494,0.403,0.00047,0.31,98.721,75.224,57.065
75_2_0,1.951,1.773,2.888,0.349,0.000396,0.65,53.692,42.347,33.308
75_2_1,1.951,1.773,2.888,0.349,0.000396,0.65,35.716,26.235,18.45
75_2_2,1.951,1.773,2.888,0.349,0.000396,0.65,54.621,40.161,28.672
75_2_3,1.951,1.773,2.888,0.349,0.000396,0.65,68.419,51.607,38.765
75_2_4,1.951,1.773,2.888,0.349,0.000396,0.65,128.183,97.154,75.346
75_3_0,0.515,0.417,3.247,0.535,0.000535,0.41,33.02,24.702,17.352
75_3_1,0.515,0.417,3.247,0.535,0.000535,0.41,46.811,37.21,28.092
75_3_2,0.515,0.417,3.247,0.535,0.000535,0.41,33.331,25.714,17.97
75_3_3,0.515,0.417,3.247,0.535,0.000535,0.41,40.657,31.762,23.189
75_3_4,0.515,0.417,3.247,0.535,0.000535,0.41,134.679,102.463,78.075
75_4_0,0.553,0.465,2.909,0.356,0.000391,0.65,17.593,12.965,8.664
75_4_1,0.553,0.465,2.909,0.356,0.000391,0.65,14.714,10.919,6.865
75_4_2,0.553,0.465,2.909,0.356,0.000391,0.65,16.749,12.845,8.256
75_4_3,0.553,0.465,2.909,0.356,0.000391,0.65,7.321,5.269,2.844
75_4_4,0.553,0.465,2.909,0.356,0.000391,0.65,53.882,40.133,28.475
75_5_0,0.569,0.356,2.717,0.574,0.000364,0.58,34.789,26.586,19.805
75_5_1,0.569,0.356,2.717,0.574,0.000364,0.58,21.452,15.183,9.753
75_5_2,0.569,0.356,2.717,0.574,0.000364,0.58,25.496,18.58,12.472
75_5_3,0.569,0.356,2.717,0.574,0.000364,0.58,22.328,16.042,10.383
75_5_4,0.569,0.356,2.717,0.574,0.000364,0.58,108.973,81.984,61.571
75_6_0,0.545,0.46,1.966,2.908,0.00047,0.62,18.339,12.528,7.725
75_6_1,0.545,0.46,1.966,2.908,0.00047,0.62,33.681,24.923,17.636
75_6_2,0.545,0.46,1.966,2.908,0.00047,0.62,36.739,27.781,20.537
75_6_3,0.545,0.46,1.966,2.908,0.00047,0.62,36.337,27.612,19.985
75_6_4,0.545,0.46,1.966,2.908,0.00047,0.62,152.724,112.298,84.944
75_7_0,0.456,0.477,2.91,0.527,0.000554,0.37,22.603,15.528,9.603
75_7_1,0.456,0.477,2.91,0.527,0.000554,0.37,38.024,27.642,18.737
75_7_2,0.456,0.477,2.91,0.527,0.000554,0.37,63.274,49.223,37.88
75_7_3,0.456,0.477,2.91,0.527,0.000554,0.37,31.881,21.988,14.169
75_7_4,0.456,0.477,2.91,0.527,0.000554,0.37,174.701,128.313,98.059
75_8_0,0.834,0.384,1.929,0.319,0.000299,0.55,47.493,36.531,27.491
75_8_1,0.834,0.384,1.929,0.319,0.000299,0.55,31.065,22.305,14.815
75_8_2,0.834,0.384,1.929,0.319,0.000299,0.55,39.409,29.182,20.654
75_8_3,0.834,0.384,1.929,0.319,0.000299,0.55,106.133,80.157,60.05
75_9_0,1.918,2.086,2.022,0.447,0.000591,0.79,82.962,63.495,47.188
75_9_1,1.918,2.086,2.022,0.447,0.000591,0.79,55.163,39.427,25.968
75_9_2,1.918,2.086,2.022,0.447,0.000591,0.79,84.176,64.058,47.209
75_9_3,1.918,2.086,2.022,0.447,0.000591,0.79,205.218,162.153,127.047
75_10_0,0.593,1.525,2.494,0.403,0.000578,0.31,74.627,55.531,40.438
75_10_1,0.593,1.525,2.494,0.403,0.000578,0.31,106.144,81.39,62.048
75_10_2,0.593,1.525,2.494,0.403,0.000578,0.31,78.396,57.618,41.097
75_10_3,0.593,1.525,2.494,0.403,0.000578,0.31,94.655,70.542,52.586
75_10_4,0.593,1.525,2.494,0.403,0.000578,0.31,176.469,129.817,98.33
75_11_0,0.593,1.525,2.494,0.403,0.0005,0.31,27.038,20.039,14.532
75_11_1,0.593,1.525,2.494,0.403,0.0005,0.31,20.792,14.239,8.873
75_11_2,0.593,1.525,2.494,0.403,0.0005,0.31,19.485,13.321,8.091
75_11_3,0.593,1.525,2.494,0.403,0.0005,0.31,17.801,12.42,7.405
75_11_4,0.593,1.525,2.494,0.403,0.0005,0.31,17.842,12.382,7.471
75_11_5,0.593,1.525,2.494,0.403,0.0005,0.31,108.456,77.173,56.424
75_12_0,0.593,1.525,2.494,0.403,0.000524,0.31,69.896,55.502,44.588
75_12_1,0.593,1.525,2.494,0.403,0.000524,0.31,20.791,13.516,7.978
75_12_2,0.593,1.525,2.494,0.403,0.000524,0.31,53.338,40.42,30.726
75_12_3,0.593,1.525,2.494,0.403,0.000524,0.31,25.152,17.185,10.764
75_12_4,0.593,1.525,2.494,0.403,0.000524,0.31,32.451,24.544,16.782
75_12_5,0.593,1.525,2.494,0.403,0.000524,0.31,136.687,105.364,82.531
75_13_0,0.593,1.525,2.494,0.403,0.000386,0.31,30.221,22.873,17.201
75_13_1,0.593,1.525,2.494,0.403,0.000386,0.31,13.944,9.204,5.516
75_13_2,0.593,1.525,2.494,0.403,0.000386,0.31,30.93,22.035,14.894
75_13_3,0.593,1.525,2.494,0.403,0.000386,0.31,17.636,11.52,6.859
75_13_4,0.593,1.525,2.494,0.403,0.000386,0.31,64.785,50.825,39.061
75_13_5,0.593,1.525,2.494,0.403,0.000386,0.31,123.632,92.738,70.905
75_14_0,0.593,1.525,2.494,0.403,0.000389,0.31,62.838,44.427,33.223
75_14_1,0.593,1.525,2.494,0.403,0.000389,0.31,56.214,38.674,27.973
75_14_2,0.593,1.525,2.494,0.403,0.000389,0.31,63.067,43.999,32.562
75_14_3,0.593,1.525,2.494,0.403,0.000389,0.31,109.635,78.031,56.938
75_15_0,0.593,1.525,2.494,0.403,0.0004,0.31,53.47,41.678,32.41
75_15_1,0.593,1.525,2.494,0.403,0.0004,0.31,32.775,23.352,15.651
75_15_2,0.593,1.525,2.494,0.403,0.0004,0.31,45.051,33.597,24.558
75_15_3,0.593,1.525,2.494,0.403,0.0004,0.31,186.942,147.546,117.676
75_16_0,0.593,1.525,2.494,0.403,0.00038,0.31,40.855,27.988,19.013
75_16_1,0.593,1.525,2.494,0.403,0.00038,0.31,51.552,36.382,26.033
75_16_2,0.593,1.525,2.494,0.403,0.00038,0.31,167.348,127.497,99.691
75_17_0,0.593,1.525,2.494,0.403,0.00043,0.31,50.394,35.198,24.732
75_17_1,0.593,1.525,2.494,0.403,0.00043,0.31,40.201,26.716,17.092
75_17_2,0.593,1.525,2.494,0.403,0.00043,0.31,34.653,21.793,13.092
75_17_3,0.593,1.525,2.494,0.403,0.00043,0.31,39.584,24.46,15.106
75_17_4,0.593,1.525,2.494,0.403,0.00043,0.31,24.078,13.712,7.528
75_17_5,0.593,1.525,2.494,0.403,0.00043,0.31,67.565,43.111,28.13
75_18_0,0.593,1.525,2.494,0.403,0.000421,0.31,19.006,13.582,9.055
75_18_1,0.593,1.525,2.494,0.403,0.000421,0.31,7.637,4.481,2.409
75_18_2,0.593,1.525,2.494,0.403,0.000421,0.31,11.29,7.052,4.134
75_18_3,0.593,1.525,2.494,0.403,0.000421,0.31,3.589,1.931,0.749
75_18_4,0.593,1.525,2.494,0.403,0.000421,0.31,5.565,3.676,1.711
75_18_5,0.593,1.525,2.494,0.403,0.000421,0.31,3.5,2.143,0.76
75_18_6,0.593,1.525,2.494,0.403,0.000421,0.31,51.121,31.103,19.144
75_19_0,0.593,1.525,2.494,0.403,0.000474,0.31,71.067,55.031,43.058
75_19_1,0.593,1.525,2.494,0.403,0.000474,0.31,71.608,53.429,40.44
75_19_2,0.593,1.525,2.494,0.403,0.000474,0.31,79.47,59.728,45.329
75_19_3,0.593,1.525,2.494,0.403,0.000474,0.31,48.627,33.188,22.783
75_19_4,0.593,1.525,2.494,0.403,0.000474,0.31,53.473,36.586,26.18
75_19_5,0.593,1.525,2.494,0.403,0.000474,0.31,136.893,100.925,78.601
75_20_0,1.951,1.773,2.888,0.349,0.000522,0.65,1.289,0.652,0.268
75_20_1,1.951,1.773,2.888,0.349,0.000522,0.65,5.718,3.286,1.485
75_20_2,1.951,1.773,2.888,0.349,0.000522,0.65,14.591,9.974,6.038
75_20_3,1.951,1.773,2.888,0.349,0.000522,0.65,13.768,9.518,5.969
75_20_4,1.951,1.773,2.888,0.349,0.000522,0.65,20.996,15.537,11.043
75_20_5,1.951,1.773,2.888,0.349,0.000522,0.65,105.623,81.017,62.356
75_21_0,1.951,1.773,2.888,0.349,0.00055,0.65,6.218,3.951,2.351
75_21_1,1.951,1.773,2.888,0.349,0.00055,0.65,8.138,4.571,2.305
75_21_2,1.951,1.773,2.888,0.349,0.00055,0.65,14.62,8.007,4.479
75_21_3,1.951,1.773,2.888,0.349,0.00055,0.65,8.309,3.721,1.772
75_21_4,1.951,1.773,2.888,0.349,0.00055,0.65,17.536,8.826,5.235
75_21_5,1.951,1.773,2.888,0.349,0.00055,0.65,79.737,47.066,33.036
75_22_0,1.951,1.773,2.888,0.349,0.000588,0.65,9.598,5.982,3.477
75_22_1,1.951,1.773,2.888,0.349,0.000588,0.65,26.312,19.147,13.749
75_22_2,1.951,1.773,2.888,0.349,0.000588,0.65,18.881,12.966,8.399
75_22_3,1.951,1.773,2.888,0.349,0.000588,0.65,30.757,21.626,15.582
75_22_4,1.951,1.773,2.888,0.349,0.000588,0.65,134.612,93.31,69.624
76_0_0,0.58,0.593,1.516,0.403,0.000348,0.68,25.367,19.821,15.182
76_0_1,0.58,0.593,1.516,0.403,0.000348,0.68,28.3,21.492,15.436
76_0_2,0.58,0.593,1.516,0.403,0.000348,0.68,14.525,10.678,7.671
76_0_3,0.58,0.593,1.516,0.403,0.000348,0.68,17.787,13.231,8.674
76_0_4,0.58,0.593,1.516,0.403,0.000348,0.68,16.12,7.881,4.494
76_0_5,0.58,0.593,1.516,0.403,0.000348,0.68,99.185,65.085,48
76_1_0,0.51,0.482,1.32,0.615,0.000556,0.64,12.44,9.093,6.18
76_1_1,0.51,0.482,1.32,0.615,0.000556,0.64,0.509,0.209,0.025
76_1_2,0.51,0.482,1.32,0.615,0.000556,0.64,4.631,2.828,1.298
76_1_3,0.51,0.482,1.32,0.615,0.000556,0.64,10.408,6.481,3.639
76_1_4,0.51,0.482,1.32,0.615,0.000556,0.64,60.539,38.464,26.045
76_2_0,1.147,0.417,2.997,0.593,0.000318,0.56,17.059,12.493,8.526
76_2_1,1.147,0.417,2.997,0.593,0.000318,0.56,15.17,10.588,6.649
76_2_2,1.147,0.417,2.997,0.593,0.000318,0.56,13.4,9.125,5.597
76_2_3,1.147,0.417,2.997,0.593,0.000318,0.56,19.546,13.438,8.998
76_2_4,1.147,0.417,2.997,0.593,0.000318,0.56,67.081,44.521,31.999
76_3_0,0.573,1.158,2.914,0.237,0.000554,0.78,28.866,21.542,15.488
76_3_1,0.573,1.158,2.914,0.237,0.000554,0.78,20.133,13.982,8.841
76_3_2,0.573,1.158,2.914,0.237,0.000554,0.78,23.294,16.389,10.777
76_3_3,0.573,1.158,2.914,0.237,0.000554,0.78,20.88,13.976,8.874
76_3_4,0.573,1.158,2.914,0.237,0.000554,0.78,63.224,41.636,28.514
76_4_0,0.815,0.513,2.896,0.635,0.000318,0.84,15.687,11.208,7.342
76_4_1,0.815,0.513,2.896,0.635,0.000318,0.84,11.097,7.502,4.254
76_4_2,0.815,0.513,2.896,0.635,0.000318,0.84,7.135,4.617,2.268
76_4_3,0.815,0.513,2.896,0.635,0.000318,0.84,11.708,7.895,4.482
76_4_4,0.815,0.513,2.896,0.635,0.000318,0.84,55.477,34.541,24.076
76_5_0,0.593,0.599,1.18,0.536,0.000474,0.37,19.288,14.347,10.255
76_5_1,0.593,0.599,1.18,0.536,0.000474,0.37,15.123,10.653,6.892
76_5_2,0.593,0.599,1.18,0.536,0.000474,0.37,13.134,9.019,5.64
76_5_3,0.593,0.599,1.18,0.536,0.000474,0.37,27.667,20.321,15.269
76_5_4,0.593,0.599,1.18,0.536,0.000474,0.37,79.199,55.346,41.403
76_6_0,0.437,0.657,1.67,0.43,0.000572,0.54,16.99,11.594,7.083
76_6_1,0.437,0.657,1.67,0.43,0.000572,0.54,43.438,33.562,25.272
76_6_2,0.437,0.657,1.67,0.43,0.000572,0.54,15.114,9.985,5.882
76_6_3,0.437,0.657,1.67,0.43,0.000572,0.54,29.949,21.137,14.693
76_6_4,0.437,0.657,1.67,0.43,0.000572,0.54,193.605,140.599,107.421
76_7_0,0.645,0.998,3.308,0.307,0.000306,0.66,15.132,10.705,6.636
76_7_1,0.645,0.998,3.308,0.307,0.000306,0.66,19.311,14.183,9.293
76_7_2,0.645,0.998,3.308,0.307,0.000306,0.66,21.663,16.032,10.814
76_7_3,0.645,0.998,3.308,0.307,0.000306,0.66,62.274,46.046,33.441
76_8_0,0.546,0.334,2.716,3.454,0.000532,0.52,3.015,1.674,0.78
76_8_1,0.546,0.334,2.716,3.454,0.000532,0.52,9.968,6.082,3.339
76_8_2,0.546,0.334,2.716,3.454,0.000532,0.52,13.897,9.375,5.7
76_8_3,0.546,0.334,2.716,3.454,0.000532,0.52,4.736,2.545,1.01
76_8_4,0.546,0.334,2.716,3.454,0.000532,0.52,199.732,141.346,110.417
76_9_0,0.49,0.337,2.124,0.556,0.000582,0.54,8.803,5.561,3.094
76_9_1,0.49,0.337,2.124,0.556,0.000582,0.54,21.838,15.909,10.619
76_9_2,0.49,0.337,2.124,0.556,0.000582,0.54,12.671,8.458,4.984
76_9_3,0.49,0.337,2.124,0.556,0.000582,0.54,19.29,13.704,8.975
76_9_4,0.49,0.337,2.124,0.556,0.000582,0.54,94.372,68.366,48.854
76_10_0,0.51,0.482,1.32,0.615,0.000382,0.64,30.854,24.016,17.198
76_10_1,0.51,0.482,1.32,0.615,0.000382,0.64,26.072,20.918,13.939
76_10_2,0.51,0.482,1.32,0.615,0.000382,0.64,11.866,9.521,5.385
76_10_3,0.51,0.482,1.32,0.615,0.000382,0.64,22.62,19.413,12.842
76_10_4,0.51,0.482,1.32,0.615,0.000382,0.64,79.012,60.633,43.574
76_11_0,0.51,0.482,1.32,0.615,0.000449,0.64,49.454,36.35,25.716
76_11_1,0.51,0.482,1.32,0.615,0.000449,0.64,85.514,66.138,50.807
76_11_2,0.51,0.482,1.32,0.615,0.000449,0.64,64.908,48.773,35.419
76_11_3,0.51,0.482,1.32,0.615,0.000449,0.64,178.039,138.587,105.32
76_12_0,0.51,0.482,1.32,0.615,0.000382,0.64,70.043,53.782,40.678
76_12_1,0.51,0.482,1.32,0.615,0.000382,0.64,90.975,70.749,54.52
76_12_2,0.51,0.482,1.32,0.615,0.000382,0.64,66.87,49.454,35.585
76_12_3,0.51,0.482,1.32,0.615,0.000382,0.64,203.331,157.38,121.846
76_13_0,0.51,0.482,1.32,0.615,0.0003,0.64,43.103,33.138,24.728
76_13_1,0.51,0.482,1.32,0.615,0.0003,0.64,47.997,36.981,27.795
76_13_2,0.51,0.482,1.32,0.615,0.0003,0.64,108.619,80.296,59.932
76_14_0,0.51,0.482,1.32,0.615,0.000497,0.64,53.796,36.799,27.502
76_14_1,0.51,0.482,1.32,0.615,0.000497,0.64,31.294,18.285,11.544
76_14_2,0.51,0.482,1.32,0.615,0.000497,0.64,111.52,78.117,57.57
76_15_0,0.51,0.482,1.32,0.615,0.000301,0.64,27.547,20.765,14.968
76_15_1,0.51,0.482,1.32,0.615,0.000301,0.64,24.113,17.671,12.105
76_15_2,0.51,0.482,1.32,0.615,0.000301,0.64,42.977,33.604,26.095
76_15_3,0.51,0.482,1.32,0.615,0.000301,0.64,116.096,88.443,67.897
76_16_0,0.51,0.482,1.32,0.615,0.0006,0.64,56.379,45.407,36.278
76_16_1,0.51,0.482,1.32,0.615,0.0006,0.64,32.025,23.982,17.363
76_16_2,0.51,0.482,1.32,0.615,0.0006,0.64,34.36,25.333,18.367
76_16_3,0.51,0.482,1.32,0.615,0.0006,0.64,265.863,198.62,157.909
76_17_0,0.51,0.482,1.32,0.615,0.000432,0.64,24.057,17.904,12.654
